Dependency=Location Region	Dependency=Water Heater Fuel	Option=Electric Heat Pump, 80 gal	Option=Electric Premium	Option=Electric Standard	Option=Electric Tankless	Option=FIXME Fuel Oil Indirect	Option=Fuel Oil Premium	Option=Fuel Oil Standard	Option=Natural Gas Premium	Option=Natural Gas Standard	Option=Natural Gas Tankless	Option=Other Fuel	Option=Propane Premium	Option=Propane Standard	Option=Propane Tankless
CR09	Natural Gas	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.637683	0.275039	0.087277	0.000000	0.000000	0.000000	0.000000
CR09	Other Fuel	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	Propane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.440081	0.300613	0.259306
CR10	Electricity	0.227709	0.476093	0.226964	0.069234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	Fuel Oil	0.000000	0.000000	0.000000	0.000000	0.093170	0.146220	0.760610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR10	Natural Gas	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.632827	0.270724	0.096450	0.000000	0.000000	0.000000	0.000000
CR10	Other Fuel	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	Propane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.474121	0.345281	0.180598
CR11	Electricity	0.193000	0.549802	0.191592	0.065606	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	Fuel Oil	0.000000	0.000000	0.000000	0.000000	0.093170	0.146220	0.760610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CR11	Natural Gas	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.712826	0.209182	0.077993	0.000000	0.000000	0.000000	0.000000
CR11	Other Fuel	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CR11	Propane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.569849	0.282428	0.147723
