Dependency=PUMA	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	source_count	source_weight	sampling_probability
"OR, 01321"	0.117632	0.175343	0.203995	0.135262	0.141458	0.226309	0.000000	0.000000	0.000000	2078.000000	37993.000000	0.000295
"OR, 01322"	0.064615	0.130248	0.201775	0.270902	0.131558	0.200902	0.000000	0.000000	0.000000	1962.000000	42680.000000	0.000329
"OR, 01323"	0.056934	0.134358	0.324193	0.207780	0.088085	0.188650	0.000000	0.000000	0.000000	1860.000000	40907.000000	0.000319
"OR, 01324"	0.055438	0.202028	0.219532	0.191989	0.127875	0.203138	0.000000	0.000000	0.000000	1908.000000	45815.000000	0.000357
"PA, 00101"	0.454731	0.219842	0.077859	0.067936	0.031669	0.147962	0.000000	0.000000	0.000000	1815.000000	43498.000000	0.000367
"PA, 00102"	0.185597	0.236388	0.202130	0.138135	0.122622	0.115128	0.000000	0.000000	0.000000	3443.000000	66879.000000	0.000534
"PA, 00200"	0.324048	0.266261	0.173095	0.054030	0.073387	0.109179	0.000000	0.000000	0.000000	4924.000000	52198.000000	0.000508
"PA, 00300"	0.285562	0.255560	0.145865	0.059987	0.115504	0.137522	0.000000	0.000000	0.000000	6044.000000	70531.000000	0.000709
"PA, 00400"	0.267656	0.320365	0.121062	0.043647	0.099858	0.147412	0.000000	0.000000	0.000000	4625.000000	43620.000000	0.000434
"PA, 00500"	0.405203	0.259669	0.126824	0.056750	0.083623	0.067931	0.000000	0.000000	0.000000	4412.000000	57984.000000	0.000701
"PA, 00600"	0.160562	0.243579	0.220741	0.163175	0.148671	0.063272	0.000000	0.000000	0.000000	1731.000000	57525.000000	0.000606
"PA, 00701"	0.399683	0.273662	0.132720	0.047754	0.047754	0.098427	0.000000	0.000000	0.000000	1861.000000	43720.000000	0.000372
"PA, 00702"	0.385825	0.257884	0.141521	0.079230	0.059175	0.076365	0.000000	0.000000	0.000000	3684.000000	52989.000000	0.000460
"PA, 00801"	0.330794	0.285984	0.076565	0.087149	0.072113	0.147394	0.000000	0.000000	0.000000	2832.000000	53843.000000	0.000457
"PA, 00802"	0.217503	0.290596	0.174767	0.078772	0.056053	0.182309	0.000000	0.000000	0.000000	2404.000000	49184.000000	0.000430
"PA, 00803"	0.377350	0.317871	0.116097	0.045569	0.069716	0.073397	0.000000	0.000000	0.000000	3915.000000	51786.000000	0.000448
"PA, 00900"	0.300379	0.238338	0.143796	0.141906	0.106521	0.069060	0.000000	0.000000	0.000000	4982.000000	60665.000000	0.000537
"PA, 01000"	0.256497	0.258848	0.133369	0.067272	0.062743	0.221271	0.000000	0.000000	0.000000	3177.000000	46705.000000	0.000397
"PA, 01100"	0.299186	0.201920	0.206065	0.065187	0.110127	0.117514	0.000000	0.000000	0.000000	4077.000000	57578.000000	0.000494
"PA, 01200"	0.119758	0.144019	0.137826	0.205034	0.209522	0.183841	0.000000	0.000000	0.000000	2782.000000	57710.000000	0.000488
"PA, 01300"	0.316692	0.196109	0.183035	0.102639	0.093044	0.108481	0.000000	0.000000	0.000000	5901.000000	57776.000000	0.000587
"PA, 01400"	0.156818	0.233131	0.250041	0.139909	0.100200	0.119901	0.000000	0.000000	0.000000	3354.000000	45805.000000	0.000387
"PA, 01501"	0.217663	0.226032	0.176047	0.075074	0.140351	0.164833	0.000000	0.000000	0.000000	2716.000000	43184.000000	0.000360
"PA, 01502"	0.216514	0.255574	0.163987	0.086741	0.144504	0.132680	0.000000	0.000000	0.000000	3578.000000	63941.000000	0.000534
"PA, 01600"	0.163524	0.183244	0.139708	0.216049	0.122231	0.175244	0.000000	0.000000	0.000000	4726.000000	75596.000000	0.000602
"PA, 01701"	0.165984	0.158304	0.148255	0.146699	0.128131	0.252626	0.000000	0.000000	0.000000	3989.000000	84912.000000	0.000725
"PA, 01702"	0.359888	0.166353	0.154727	0.088743	0.061235	0.169055	0.000000	0.000000	0.000000	2268.000000	51158.000000	0.000443
"PA, 01801"	0.135063	0.213133	0.181980	0.275252	0.107452	0.087120	0.000000	0.000000	0.000000	1955.000000	46647.000000	0.000375
"PA, 01802"	0.120829	0.128244	0.123527	0.230993	0.189557	0.206850	0.000000	0.000000	0.000000	2861.000000	63739.000000	0.000508
"PA, 01803"	0.204362	0.130534	0.152348	0.146749	0.163620	0.202388	0.000000	0.000000	0.000000	2549.000000	56175.000000	0.000451
"PA, 01804"	0.159808	0.177313	0.184295	0.142663	0.104782	0.231139	0.000000	0.000000	0.000000	3452.000000	80529.000000	0.000676
"PA, 01805"	0.195764	0.126223	0.244830	0.167179	0.130182	0.135822	0.000000	0.000000	0.000000	2391.000000	51501.000000	0.000441
"PA, 01806"	0.170354	0.093887	0.196113	0.137333	0.145471	0.256842	0.000000	0.000000	0.000000	2460.000000	55124.000000	0.000443
"PA, 01807"	0.092951	0.077628	0.196506	0.219280	0.077628	0.336006	0.000000	0.000000	0.000000	2101.000000	46656.000000	0.000370
"PA, 01900"	0.235480	0.204721	0.185817	0.124537	0.118606	0.130839	0.000000	0.000000	0.000000	4882.000000	62273.000000	0.000532
"PA, 02001"	0.287226	0.136203	0.164586	0.119254	0.106118	0.186613	0.000000	0.000000	0.000000	2070.000000	42742.000000	0.000351
"PA, 02002"	0.207298	0.178401	0.161868	0.131995	0.170689	0.149749	0.000000	0.000000	0.000000	3160.000000	64270.000000	0.000530
"PA, 02003"	0.288017	0.293598	0.172463	0.062712	0.109539	0.073672	0.000000	0.000000	0.000000	2369.000000	44880.000000	0.000382
"PA, 02100"	0.237988	0.201597	0.149493	0.118339	0.115070	0.177513	0.000000	0.000000	0.000000	4581.000000	57153.000000	0.000490
"PA, 02200"	0.239295	0.234807	0.195878	0.082528	0.072701	0.174791	0.000000	0.000000	0.000000	4734.000000	68572.000000	0.000589
"PA, 02301"	0.272201	0.228744	0.263912	0.108024	0.066824	0.060295	0.000000	0.000000	0.000000	3474.000000	54312.000000	0.000445
"PA, 02302"	0.135967	0.189974	0.238187	0.167616	0.090469	0.177786	0.000000	0.000000	0.000000	2274.000000	61544.000000	0.000481
"PA, 02401"	0.149174	0.167677	0.245506	0.193707	0.063714	0.180222	0.000000	0.000000	0.000000	2465.000000	65883.000000	0.000550
"PA, 02402"	0.208826	0.191423	0.223402	0.132571	0.115027	0.128751	0.000000	0.000000	0.000000	2492.000000	45606.000000	0.000365
"PA, 02500"	0.259220	0.288492	0.141295	0.090873	0.088049	0.132070	0.000000	0.000000	0.000000	2370.000000	52792.000000	0.000422
"PA, 02600"	0.265259	0.266370	0.212286	0.048521	0.084945	0.122619	0.000000	0.000000	0.000000	4223.000000	58757.000000	0.000518
"PA, 02701"	0.166243	0.148222	0.198199	0.155364	0.088221	0.243751	0.000000	0.000000	0.000000	2452.000000	46477.000000	0.000368
"PA, 02702"	0.224804	0.212863	0.203604	0.112077	0.081108	0.165544	0.000000	0.000000	0.000000	2000.000000	50701.000000	0.000426
"PA, 02703"	0.216947	0.212771	0.209492	0.122748	0.079835	0.158207	0.000000	0.000000	0.000000	2689.000000	56698.000000	0.000444
"PA, 02801"	0.210731	0.202504	0.148283	0.181938	0.083955	0.172589	0.000000	0.000000	0.000000	2235.000000	51278.000000	0.000450
"PA, 02802"	0.120191	0.157259	0.223057	0.267076	0.116670	0.115747	0.000000	0.000000	0.000000	2394.000000	61474.000000	0.000473
"PA, 02803"	0.219779	0.244064	0.206701	0.141918	0.053572	0.133965	0.000000	0.000000	0.000000	1514.000000	41935.000000	0.000344
"PA, 02901"	0.186238	0.200754	0.203657	0.133609	0.090739	0.185003	0.000000	0.000000	0.000000	2689.000000	64916.000000	0.000530
"PA, 02902"	0.297868	0.176171	0.131755	0.099485	0.156364	0.138358	0.000000	0.000000	0.000000	2561.000000	57440.000000	0.000448
"PA, 03001"	0.252648	0.177725	0.194546	0.144705	0.031934	0.198442	0.000000	0.000000	0.000000	2343.000000	51996.000000	0.000405
"PA, 03002"	0.157481	0.111031	0.097640	0.152510	0.133785	0.347553	0.000000	0.000000	0.000000	2187.000000	52708.000000	0.000413
"PA, 03003"	0.077688	0.099610	0.167211	0.289459	0.212645	0.153387	0.000000	0.000000	0.000000	2696.000000	64360.000000	0.000508
"PA, 03004"	0.154062	0.133713	0.223193	0.183143	0.137609	0.168279	0.000000	0.000000	0.000000	2796.000000	66845.000000	0.000528
"PA, 03101"	0.175401	0.177784	0.217044	0.158271	0.111641	0.159858	0.000000	0.000000	0.000000	2353.000000	52773.000000	0.000411
"PA, 03102"	0.176431	0.182241	0.149318	0.201608	0.107097	0.183305	0.000000	0.000000	0.000000	2134.000000	46158.000000	0.000357
"PA, 03103"	0.046521	0.116429	0.103056	0.131639	0.181011	0.421345	0.000000	0.000000	0.000000	2510.000000	52617.000000	0.000416
"PA, 03104"	0.161741	0.157597	0.154784	0.122897	0.119835	0.283146	0.000000	0.000000	0.000000	1864.000000	47652.000000	0.000384
"PA, 03105"	0.136372	0.101476	0.164173	0.192265	0.089521	0.316193	0.000000	0.000000	0.000000	2163.000000	49219.000000	0.000379
"PA, 03106"	0.139582	0.223068	0.093856	0.114863	0.093856	0.334774	0.000000	0.000000	0.000000	3059.000000	64385.000000	0.000513
"PA, 03201"	0.303958	0.111930	0.117235	0.163153	0.109255	0.194470	0.000000	0.000000	0.000000	2041.000000	58909.000000	0.000470
"PA, 03202"	0.471196	0.126551	0.080135	0.069732	0.095774	0.156612	0.000000	0.000000	0.000000	1494.000000	48790.000000	0.000395
"PA, 03203"	0.508410	0.210700	0.079302	0.053723	0.048354	0.099511	0.000000	0.000000	0.000000	1467.000000	46439.000000	0.000395
"PA, 03204"	0.378750	0.205880	0.080232	0.043764	0.085269	0.206105	0.000000	0.000000	0.000000	1858.000000	59867.000000	0.000494
"PA, 03205"	0.364455	0.278993	0.151660	0.042857	0.080772	0.081262	0.000000	0.000000	0.000000	1614.000000	56683.000000	0.000485
"PA, 03206"	0.143692	0.207203	0.123766	0.079462	0.156673	0.289204	0.000000	0.000000	0.000000	2304.000000	56831.000000	0.000490
"PA, 03207"	0.217459	0.237739	0.148464	0.068585	0.060753	0.267000	0.000000	0.000000	0.000000	1354.000000	41166.000000	0.000389
"PA, 03208"	0.228045	0.211654	0.090177	0.050324	0.089848	0.329952	0.000000	0.000000	0.000000	1647.000000	49679.000000	0.000436
"PA, 03209"	0.086024	0.160244	0.131982	0.055477	0.085143	0.481130	0.000000	0.000000	0.000000	2683.000000	69768.000000	0.000585
"PA, 03210"	0.286193	0.198738	0.143638	0.084839	0.127032	0.159560	0.000000	0.000000	0.000000	1774.000000	53991.000000	0.000473
"PA, 03211"	0.382368	0.316390	0.074324	0.039253	0.037341	0.150325	0.000000	0.000000	0.000000	1566.000000	49158.000000	0.000428
"PA, 03301"	0.136345	0.142903	0.073844	0.182605	0.200402	0.263901	0.000000	0.000000	0.000000	2225.000000	47291.000000	0.000371
"PA, 03302"	0.241741	0.164135	0.151240	0.136553	0.158489	0.147842	0.000000	0.000000	0.000000	2474.000000	59201.000000	0.000490
"PA, 03303"	0.256648	0.189069	0.136719	0.155567	0.130546	0.131451	0.000000	0.000000	0.000000	2403.000000	53612.000000	0.000454
"PA, 03304"	0.063231	0.092998	0.114749	0.169734	0.163399	0.395888	0.000000	0.000000	0.000000	1704.000000	44765.000000	0.000352
"PA, 03401"	0.134246	0.173176	0.169534	0.247646	0.165264	0.110135	0.000000	0.000000	0.000000	1799.000000	42770.000000	0.000338
"PA, 03402"	0.064125	0.129111	0.167911	0.276246	0.199759	0.162849	0.000000	0.000000	0.000000	2072.000000	50961.000000	0.000390
"PA, 03403"	0.172240	0.183654	0.190420	0.197187	0.080413	0.176086	0.000000	0.000000	0.000000	2241.000000	54476.000000	0.000426
"PA, 03404"	0.159764	0.226820	0.197731	0.137330	0.165433	0.112922	0.000000	0.000000	0.000000	2352.000000	40407.000000	0.000316
"PA, 03501"	0.157554	0.240255	0.205033	0.140948	0.101641	0.154570	0.000000	0.000000	0.000000	1582.000000	45505.000000	0.000359
"PA, 03502"	0.142495	0.196185	0.258843	0.153484	0.117486	0.131506	0.000000	0.000000	0.000000	1444.000000	42105.000000	0.000329
"PA, 03503"	0.292232	0.221072	0.200847	0.139530	0.056532	0.089787	0.000000	0.000000	0.000000	2731.000000	59768.000000	0.000461
"PA, 03504"	0.078091	0.216028	0.226286	0.159030	0.116848	0.203716	0.000000	0.000000	0.000000	1726.000000	51186.000000	0.000400
"PA, 03601"	0.273447	0.218665	0.205303	0.124406	0.051895	0.126285	0.000000	0.000000	0.000000	2424.000000	63893.000000	0.000517
"PA, 03602"	0.133526	0.311637	0.297383	0.136113	0.051079	0.070262	0.000000	0.000000	0.000000	2135.000000	49890.000000	0.000391
"PA, 03603"	0.312342	0.239442	0.123640	0.137717	0.090432	0.096427	0.000000	0.000000	0.000000	2894.000000	55884.000000	0.000449
"PA, 03701"	0.269793	0.311360	0.226554	0.059073	0.093333	0.039887	0.000000	0.000000	0.000000	2943.000000	49476.000000	0.000395
"PA, 03702"	0.235819	0.331666	0.282109	0.081206	0.037405	0.031795	0.000000	0.000000	0.000000	1937.000000	49442.000000	0.000397
"PA, 03800"	0.361295	0.187334	0.160601	0.107136	0.101997	0.081637	0.000000	0.000000	0.000000	5703.000000	55532.000000	0.000518
"PA, 03900"	0.250552	0.243305	0.207194	0.067785	0.081838	0.149327	0.000000	0.000000	0.000000	3045.000000	54044.000000	0.000472
"PA, 04001"	0.229330	0.227991	0.189054	0.075461	0.140220	0.137945	0.000000	0.000000	0.000000	2991.000000	57833.000000	0.000475
"PA, 04002"	0.299131	0.199573	0.150981	0.127622	0.093416	0.129277	0.000000	0.000000	0.000000	3217.000000	40548.000000	0.000354
"RI, 00101"	0.268431	0.262838	0.182650	0.091665	0.064852	0.129563	0.000000	0.000000	0.000000	2895.000000	56521.000000	0.000467
"RI, 00102"	0.246140	0.348803	0.137474	0.094696	0.056473	0.116413	0.000000	0.000000	0.000000	3804.000000	69460.000000	0.000578
"RI, 00103"	0.302954	0.365121	0.085806	0.055095	0.054010	0.137014	0.000000	0.000000	0.000000	2768.000000	62058.000000	0.000531
"RI, 00104"	0.315203	0.204774	0.105048	0.108342	0.090781	0.175851	0.000000	0.000000	0.000000	2517.000000	50429.000000	0.000402
"RI, 00201"	0.212169	0.154412	0.108855	0.197413	0.155850	0.171301	0.000000	0.000000	0.000000	3506.000000	69013.000000	0.000553
"RI, 00300"	0.343728	0.252270	0.165848	0.089063	0.072613	0.076478	0.000000	0.000000	0.000000	3060.000000	54942.000000	0.000470
"RI, 00400"	0.302750	0.220666	0.137429	0.112700	0.093970	0.132485	0.000000	0.000000	0.000000	2760.000000	49608.000000	0.000472
"SC, 00101"	0.194181	0.166496	0.186102	0.301591	0.078229	0.073401	0.000000	0.000000	0.000000	4094.000000	77781.000000	0.000685
"SC, 00102"	0.100910	0.184370	0.226607	0.235204	0.178304	0.074607	0.000000	0.000000	0.000000	2030.000000	40515.000000	0.000332
"SC, 00103"	0.108002	0.133482	0.274044	0.212176	0.160465	0.111831	0.000000	0.000000	0.000000	3477.000000	63065.000000	0.000516
"SC, 00104"	0.103248	0.134123	0.217126	0.256122	0.140273	0.149110	0.000000	0.000000	0.000000	2705.000000	47569.000000	0.000392
"SC, 00105"	0.102713	0.223725	0.357780	0.150819	0.095753	0.069210	0.000000	0.000000	0.000000	3008.000000	60231.000000	0.000504
"SC, 00200"	0.129609	0.159223	0.353953	0.180429	0.117567	0.059219	0.000000	0.000000	0.000000	3508.000000	76234.000000	0.000643
"SC, 00301"	0.205294	0.149573	0.272940	0.182744	0.095857	0.093591	0.000000	0.000000	0.000000	2567.000000	47325.000000	0.000396
"SC, 00302"	0.284834	0.119148	0.225260	0.200645	0.132688	0.037424	0.000000	0.000000	0.000000	3421.000000	65865.000000	0.000540
"SC, 00400"	0.228237	0.268170	0.368469	0.054505	0.043907	0.036711	0.000000	0.000000	0.000000	3624.000000	59322.000000	0.000530
"SC, 00501"	0.077938	0.152388	0.270545	0.220334	0.199100	0.079694	0.000000	0.000000	0.000000	2258.000000	45046.000000	0.000351
"SC, 00502"	0.070218	0.144242	0.243327	0.299339	0.135825	0.107049	0.000000	0.000000	0.000000	2441.000000	50493.000000	0.000397
"SC, 00601"	0.096276	0.166420	0.251810	0.191104	0.182632	0.111757	0.000000	0.000000	0.000000	3779.000000	64382.000000	0.000539
"SC, 00602"	0.139997	0.160385	0.277127	0.191031	0.133558	0.097902	0.000000	0.000000	0.000000	3257.000000	51920.000000	0.000422
"SC, 00603"	0.040013	0.170483	0.352552	0.207665	0.135619	0.093667	0.000000	0.000000	0.000000	3002.000000	70072.000000	0.000587
"SC, 00604"	0.134908	0.151729	0.220405	0.213939	0.126628	0.152390	0.000000	0.000000	0.000000	4428.000000	77093.000000	0.000662
"SC, 00605"	0.125835	0.118414	0.260577	0.211578	0.145137	0.138460	0.000000	0.000000	0.000000	1993.000000	41734.000000	0.000361
"SC, 00700"	0.241204	0.316075	0.334226	0.042366	0.035636	0.030492	0.000000	0.000000	0.000000	3186.000000	59451.000000	0.000506
"SC, 00800"	0.209569	0.245126	0.202508	0.135623	0.085100	0.122073	0.000000	0.000000	0.000000	4131.000000	73801.000000	0.000655
"SC, 00900"	0.235627	0.217341	0.287887	0.131020	0.051699	0.076425	0.000000	0.000000	0.000000	4118.000000	78952.000000	0.000671
"SC, 01000"	0.251160	0.332929	0.306889	0.032501	0.056730	0.019790	0.000000	0.000000	0.000000	2577.000000	47697.000000	0.000469
"SC, 01101"	0.076127	0.247011	0.352360	0.252694	0.055914	0.015893	0.000000	0.000000	0.000000	2804.000000	55598.000000	0.000476
"SC, 01102"	0.068237	0.130730	0.320095	0.248430	0.149118	0.083389	0.000000	0.000000	0.000000	3734.000000	69570.000000	0.000977
"SC, 01201"	0.118348	0.135911	0.293709	0.279288	0.120448	0.052296	0.000000	0.000000	0.000000	2867.000000	56399.000000	0.000449
"SC, 01202"	0.133508	0.182829	0.235739	0.186244	0.123097	0.138583	0.000000	0.000000	0.000000	4707.000000	84784.000000	0.000762
"SC, 01203"	0.059223	0.154720	0.267540	0.237224	0.143895	0.137398	0.000000	0.000000	0.000000	2726.000000	61418.000000	0.000514
"SC, 01204"	0.082307	0.207503	0.307785	0.262516	0.108934	0.030954	0.000000	0.000000	0.000000	3830.000000	78642.000000	0.000631
"SC, 01300"	0.270628	0.287495	0.180373	0.079872	0.136898	0.044733	0.000000	0.000000	0.000000	4322.000000	72589.000000	0.000701
"SC, 01400"	0.063646	0.140722	0.319819	0.208461	0.190190	0.077162	0.000000	0.000000	0.000000	3772.000000	78504.000000	0.000793
"SC, 01500"	0.150701	0.287810	0.305882	0.119311	0.071617	0.064679	0.000000	0.000000	0.000000	3640.000000	74757.000000	0.000636
"SC, 01600"	0.152764	0.371708	0.283646	0.056917	0.104187	0.030778	0.000000	0.000000	0.000000	2283.000000	40492.000000	0.000365
"SD, 00100"	0.152739	0.149602	0.152885	0.208402	0.226684	0.109687	0.000000	0.000000	0.000000	2614.000000	74952.000000	0.000626
"SD, 00200"	0.122343	0.277438	0.146208	0.158783	0.146642	0.148586	0.000000	0.000000	0.000000	2638.000000	35719.000000	0.000322
"SD, 00300"	0.098585	0.228221	0.250190	0.217401	0.173683	0.031920	0.000000	0.000000	0.000000	3570.000000	55395.000000	0.000490
"SD, 00400"	0.073773	0.156761	0.283034	0.216286	0.195537	0.074609	0.000000	0.000000	0.000000	3479.000000	54322.000000	0.000455
"SD, 00500"	0.066778	0.221955	0.304665	0.200454	0.168335	0.037814	0.000000	0.000000	0.000000	2913.000000	50091.000000	0.000396
"SD, 00600"	0.060870	0.108108	0.140993	0.225751	0.285225	0.179054	0.000000	0.000000	0.000000	1935.000000	68979.000000	0.000535
"TN, 00100"	0.287595	0.291985	0.236102	0.058513	0.063490	0.062316	0.000000	0.000000	0.000000	3635.000000	54967.000000	0.000472
"TN, 00200"	0.321622	0.238481	0.274771	0.078724	0.059329	0.027075	0.000000	0.000000	0.000000	4017.000000	55166.000000	0.000509
"TN, 00300"	0.206201	0.278887	0.235874	0.149395	0.071790	0.057852	0.000000	0.000000	0.000000	3536.000000	74219.000000	0.000627
"TN, 00400"	0.248162	0.179402	0.280778	0.180842	0.051808	0.059007	0.000000	0.000000	0.000000	3835.000000	67700.000000	0.000554
"TN, 00500"	0.126618	0.115827	0.223400	0.257799	0.157320	0.119035	0.000000	0.000000	0.000000	3590.000000	64599.000000	0.000512
"TN, 00600"	0.400532	0.151698	0.304059	0.065873	0.045462	0.032375	0.000000	0.000000	0.000000	2899.000000	48210.000000	0.000417
"TN, 00700"	0.152710	0.276353	0.337942	0.137581	0.069445	0.025967	0.000000	0.000000	0.000000	2808.000000	49477.000000	0.000426
"TN, 00800"	0.219478	0.360107	0.212937	0.105370	0.055237	0.046871	0.000000	0.000000	0.000000	2596.000000	44448.000000	0.000389
"TN, 00900"	0.256666	0.290124	0.192626	0.157085	0.061683	0.041817	0.000000	0.000000	0.000000	2897.000000	47446.000000	0.000434
"TN, 01000"	0.108952	0.153695	0.322437	0.238650	0.073409	0.102856	0.000000	0.000000	0.000000	2526.000000	45673.000000	0.000389
"TN, 01100"	0.220339	0.180088	0.278600	0.185590	0.056990	0.078391	0.000000	0.000000	0.000000	2410.000000	44090.000000	0.000370
"TN, 01200"	0.125083	0.297194	0.322605	0.145877	0.049175	0.060065	0.000000	0.000000	0.000000	3637.000000	65667.000000	0.000583
"TN, 01300"	0.154733	0.164548	0.272595	0.190236	0.141163	0.076726	0.000000	0.000000	0.000000	2104.000000	52684.000000	0.000442
"TN, 01400"	0.406372	0.228931	0.249675	0.052603	0.038711	0.023707	0.000000	0.000000	0.000000	2252.000000	48047.000000	0.000414
"TN, 01500"	0.186905	0.300928	0.218758	0.145750	0.098712	0.048947	0.000000	0.000000	0.000000	2710.000000	56988.000000	0.000601
"TN, 01601"	0.129094	0.207294	0.244528	0.203184	0.095600	0.120300	0.000000	0.000000	0.000000	2346.000000	42084.000000	0.000365
"TN, 01602"	0.127453	0.251339	0.335599	0.138519	0.090321	0.056770	0.000000	0.000000	0.000000	2272.000000	42871.000000	0.000345
"TN, 01603"	0.083957	0.124586	0.196754	0.274249	0.148240	0.172214	0.000000	0.000000	0.000000	3876.000000	75907.000000	0.000649
"TN, 01604"	0.056906	0.208731	0.249521	0.229768	0.162824	0.092250	0.000000	0.000000	0.000000	3155.000000	59240.000000	0.000466
"TN, 01700"	0.154956	0.205990	0.245277	0.200545	0.073655	0.119576	0.000000	0.000000	0.000000	2593.000000	49939.000000	0.000421
"TN, 01800"	0.235219	0.187442	0.252586	0.135363	0.110788	0.078602	0.000000	0.000000	0.000000	2720.000000	59125.000000	0.000515
"TN, 01900"	0.274033	0.268323	0.281170	0.080438	0.030890	0.065146	0.000000	0.000000	0.000000	3289.000000	66990.000000	0.000558
"TN, 02001"	0.230895	0.112406	0.235910	0.186760	0.094038	0.139990	0.000000	0.000000	0.000000	2570.000000	46447.000000	0.000408
"TN, 02002"	0.191901	0.127989	0.190985	0.218542	0.105078	0.165505	0.000000	0.000000	0.000000	2143.000000	46344.000000	0.000382
"TN, 02003"	0.449195	0.101974	0.202521	0.125670	0.031235	0.089404	0.000000	0.000000	0.000000	2391.000000	46246.000000	0.000373
"TN, 02100"	0.335072	0.295349	0.269286	0.026377	0.056655	0.017261	0.000000	0.000000	0.000000	2815.000000	43881.000000	0.000388
"TN, 02200"	0.433742	0.210134	0.201486	0.064145	0.049070	0.041423	0.000000	0.000000	0.000000	2885.000000	54167.000000	0.000456
"TN, 02300"	0.202787	0.148085	0.230525	0.181478	0.148842	0.088281	0.000000	0.000000	0.000000	2118.000000	47204.000000	0.000369
"TN, 02401"	0.074557	0.172124	0.329332	0.212968	0.117500	0.093520	0.000000	0.000000	0.000000	1965.000000	46764.000000	0.000358
"TN, 02402"	0.096552	0.091256	0.377807	0.257772	0.098374	0.078237	0.000000	0.000000	0.000000	2538.000000	59908.000000	0.000466
"TN, 02501"	0.132034	0.094151	0.229294	0.314345	0.143964	0.086212	0.000000	0.000000	0.000000	2800.000000	65270.000000	0.000517
"TN, 02502"	0.202433	0.114252	0.179348	0.257480	0.119592	0.126895	0.000000	0.000000	0.000000	2177.000000	44329.000000	0.000361
"TN, 02503"	0.177099	0.100552	0.140450	0.189914	0.155152	0.236833	0.000000	0.000000	0.000000	2481.000000	49071.000000	0.000412
"TN, 02504"	0.119748	0.056993	0.196475	0.342249	0.174533	0.110002	0.000000	0.000000	0.000000	2388.000000	51392.000000	0.000411
"TN, 02505"	0.133483	0.117685	0.157056	0.236502	0.152792	0.202482	0.000000	0.000000	0.000000	3364.000000	63447.000000	0.000512
"TN, 02600"	0.077340	0.135857	0.247648	0.298464	0.092531	0.148160	0.000000	0.000000	0.000000	3775.000000	73160.000000	0.000557
"TN, 02700"	0.263324	0.185300	0.277475	0.132279	0.078023	0.063598	0.000000	0.000000	0.000000	3003.000000	62398.000000	0.000510
"TN, 02800"	0.307492	0.207180	0.247645	0.185811	0.051872	0.000000	0.000000	0.000000	0.000000	2867.000000	41519.000000	0.000370
"TN, 02900"	0.332278	0.276628	0.156386	0.123151	0.078852	0.032704	0.000000	0.000000	0.000000	3678.000000	51545.000000	0.000487
"TN, 03000"	0.233449	0.234586	0.304608	0.093124	0.035439	0.098794	0.000000	0.000000	0.000000	2364.000000	43107.000000	0.000373
"TN, 03100"	0.273806	0.279585	0.241882	0.069893	0.105940	0.028894	0.000000	0.000000	0.000000	3142.000000	46256.000000	0.000383
"TN, 03201"	0.124913	0.164540	0.186652	0.142511	0.099068	0.282316	0.000000	0.000000	0.000000	3501.000000	58700.000000	0.000555
"TN, 03202"	0.151002	0.178384	0.215269	0.095898	0.117020	0.242427	0.000000	0.000000	0.000000	2331.000000	49956.000000	0.000443
"TN, 03203"	0.063246	0.151517	0.435941	0.167782	0.101824	0.079690	0.000000	0.000000	0.000000	1648.000000	41403.000000	0.000364
"TN, 03204"	0.114281	0.091642	0.237199	0.293806	0.108355	0.154718	0.000000	0.000000	0.000000	1698.000000	34678.000000	0.000279
"TN, 03205"	0.053557	0.164766	0.332261	0.350989	0.042532	0.055895	0.000000	0.000000	0.000000	1520.000000	40831.000000	0.000330
"TN, 03206"	0.025074	0.207811	0.343659	0.274349	0.050025	0.099082	0.000000	0.000000	0.000000	1934.000000	46453.000000	0.000361
"TN, 03207"	0.050128	0.306295	0.366325	0.143335	0.029530	0.104387	0.000000	0.000000	0.000000	1859.000000	40735.000000	0.000356
"TN, 03208"	0.079844	0.277403	0.412345	0.157481	0.031528	0.041399	0.000000	0.000000	0.000000	1548.000000	36453.000000	0.000338
"TX, 00100"	0.230151	0.281807	0.181588	0.163285	0.063614	0.079555	0.000000	0.000000	0.000000	5741.000000	62964.000000	0.000593
"TX, 00200"	0.169057	0.119451	0.238129	0.206986	0.126237	0.140141	0.000000	0.000000	0.000000	2618.000000	43453.000000	0.000368
"TX, 00300"	0.078195	0.088343	0.233019	0.267630	0.132840	0.199973	0.000000	0.000000	0.000000	2951.000000	49118.000000	0.000401
"TX, 00400"	0.304669	0.267039	0.112637	0.145328	0.098900	0.071426	0.000000	0.000000	0.000000	3990.000000	43747.000000	0.000406
"TX, 00501"	0.115167	0.137521	0.134581	0.211617	0.182921	0.218192	0.000000	0.000000	0.000000	2152.000000	42464.000000	0.000363
"TX, 00502"	0.162238	0.186098	0.176043	0.195833	0.097760	0.182028	0.000000	0.000000	0.000000	3567.000000	67812.000000	0.000547
"TX, 00600"	0.388288	0.197018	0.207061	0.080130	0.097929	0.029573	0.000000	0.000000	0.000000	4526.000000	56859.000000	0.000521
